"","VE_susc","Label_testingDiff","t","t_highChange","NonCovid_propSympt","Covid_cumPropSymptInfect_highChange","VE_symptRR_observed","VE_symptOR_observed","VE_symptRR_degUnderNeg_highChange_trueVeff","VE_symptOR_degUnderNeg_highChange_trueVeff","NonCovid_cumSymptInfect_tested_unvac","NonCovid_cumSymptInfect_tested_vac","totalNum_sims"
"341254",0.55,"equal",81,81,0.2,0.09085,0.552771084337349,0.583376848548582,0.00277108433734941,0.0333768485485819,11911,38358,100
"341605",0.55,"modUnequal",81,81,0.2,0.09085,0.180212014134276,0.487584421786417,-0.369787985865724,-0.0624155782135828,7992,38358,100
"341956",0.55,"highUnequal",81,81,0.2,0.09085,-0.0956316410861866,0.420393209736668,-0.645631641086187,-0.129606790263332,6764,38358,100
"342296",0.55,"equal",70,70,0.2,0.11658,0.54422514619883,0.590316341495567,-0.00577485380116971,0.0403163414955673,10527,35134,100
"342647",0.55,"modUnequal",70,70,0.2,0.11658,0.152853260869565,0.491263475581686,-0.397146739130435,-0.058736524418314,7033,35134,100
"342998",0.55,"highUnequal",70,70,0.2,0.11658,-0.110418521816563,0.447319158336477,-0.660418521816563,-0.102680841663524,5829,35134,100
"343352",0.55,"equal",73,73,0.2,0.07532,0.575489110372831,0.604024488502937,0.0254891103728312,0.0540244885029371,11550,37147,100
"343703",0.55,"modUnequal",73,73,0.2,0.07532,0.231796927187709,0.527997767414119,-0.318203072812291,-0.0220022325858815,7608,37147,100
"344054",0.55,"highUnequal",73,73,0.2,0.07532,-0.0445049954586738,0.468566925615287,-0.594504995458674,-0.0814330743847131,6300,37147,100
"344404",0.55,"equal",72,72,0.2,0.09894,0.536553524804178,0.573486145002212,-0.0134464751958225,0.0234861450022119,11048,36014,100
"344755",0.55,"modUnequal",72,72,0.2,0.09894,0.171206225680934,0.494287133040999,-0.378793774319066,-0.0557128669590015,7325,36014,100
"345106",0.55,"highUnequal",72,72,0.2,0.09894,-0.103626943005181,0.444907579119347,-0.653626943005181,-0.105092420880654,6038,36014,100
"345462",0.55,"equal",77,77,0.2,0.10488,0.542720629567173,0.580426938464745,-0.00727937043282734,0.0304269384647449,11413,37316,100
"345813",0.55,"modUnequal",77,77,0.2,0.10488,0.189337319382162,0.499147065557824,-0.360662680617838,-0.0508529344421761,7685,37316,100
"346164",0.55,"highUnequal",77,77,0.2,0.10488,-0.10342488979315,0.438026850934751,-0.65342488979315,-0.111973149065249,6335,37316,100
"346510",0.55,"equal",72,72,0.2,0.07597,0.553649704593101,0.57974503742144,0.00364970459310077,0.0297450374214396,11547,36792,100
"346861",0.55,"modUnequal",72,72,0.2,0.07597,0.178245614035088,0.49987159680022,-0.371754385964912,-0.0501284031997803,7464,36792,100
"347212",0.55,"highUnequal",72,72,0.2,0.07597,-0.0738193489225125,0.462915208228091,-0.623819348922513,-0.0870847917719091,6134,36792,100
"347556",0.55,"equal",65,65,0.2,0.07185,0.552173913043478,0.577410606406338,0.00217391304347814,0.0274106064063382,10968,34869,100
"347907",0.55,"modUnequal",65,65,0.2,0.07185,0.228877005347594,0.53499087417029,-0.321122994652406,-0.0150091258297098,7009,34869,100
"348258",0.55,"highUnequal",65,65,0.2,0.07185,-0.0842105263157895,0.459154036687693,-0.63421052631579,-0.0908459633123073,5798,34869,100
"348622",0.55,"equal",78,78,0.2,0.0791,0.535247561200074,0.564547544740819,-0.0147524387999264,0.0145475447408194,11835,37894,100
"348973",0.55,"modUnequal",78,78,0.2,0.0791,0.166666666666667,0.481316303372566,-0.383333333333333,-0.0686836966274345,7862,37894,100
"349324",0.55,"highUnequal",78,78,0.2,0.0791,-0.182116104868914,0.381022120842113,-0.732116104868914,-0.168977879157888,6614,37894,100
"349678",0.55,"equal",81,81,0.2,0.10732,0.561882475299012,0.601734337061914,0.0118824752990119,0.0517343370619141,11546,38104,100
"350029",0.55,"modUnequal",81,81,0.2,0.10732,0.187756085803808,0.495502395620374,-0.362243914196192,-0.0544976043796261,7889,38104,100
"350380",0.55,"highUnequal",81,81,0.2,0.10732,-0.0688233428480811,0.445532463308891,-0.618823342848081,-0.104467536691109,6589,38104,100
"350723",0.55,"equal",73,73,0.2,0.09355,0.542189193373587,0.578078496189893,-0.00781080662641276,0.0280784961898928,11235,36572,100
"351074",0.55,"modUnequal",73,73,0.2,0.09355,0.179295031917846,0.496226462089132,-0.370704968082154,-0.0537735379108681,7483,36572,100
"351425",0.55,"highUnequal",73,73,0.2,0.09355,-0.177618478693747,0.40001735990647,-0.727618478693747,-0.14998264009353,6211,36572,100
"351777",0.55,"equal",74,74,0.2,0.10087,0.560491757474155,0.59775287265018,0.0104917574741548,0.0477528726501799,11166,36601,100
"352128",0.55,"modUnequal",74,74,0.2,0.10087,0.192090395480226,0.508777892981529,-0.357909604519774,-0.0412221070184708,7418,36601,100
"352479",0.55,"highUnequal",74,74,0.2,0.10087,-0.103859649122807,0.44148037370276,-0.653859649122807,-0.10851962629724,6173,36601,100
"352825",0.55,"equal",69,69,0.2,0.08595,0.554121151936445,0.583865668718553,0.0041211519364448,0.0338656687185532,11043,35497,100
"353176",0.55,"modUnequal",69,69,0.2,0.08595,0.190261496844004,0.496117593142722,-0.359738503155997,-0.0538824068572783,7363,35497,100
"353527",0.55,"highUnequal",69,69,0.2,0.08595,-0.061465721040189,0.460939162374525,-0.611465721040189,-0.0890608376254751,6009,35497,100
"353887",0.55,"equal",78,78,0.2,0.10252,0.558129738837405,0.595198918641476,0.0081297388374052,0.0451989186414761,11488,37620,100
"354238",0.55,"modUnequal",78,78,0.2,0.10252,0.214820359281437,0.518936588545397,-0.335179640718563,-0.0310634114546029,7683,37620,100
"354589",0.55,"highUnequal",78,78,0.2,0.10252,-0.0542713567839195,0.461514510350797,-0.60427135678392,-0.088485489649203,6405,37620,100
"354932",0.55,"equal",70,70,0.2,0.08584,0.542704011065007,0.576279771330081,-0.00729598893499317,0.0262797713300813,11076,35861,100
"355283",0.55,"modUnequal",70,70,0.2,0.08584,0.189644607843137,0.501530085731345,-0.360355392156863,-0.048469914268655,7353,35861,100
"355634",0.55,"highUnequal",70,70,0.2,0.08584,-0.172429078014184,0.413376789637531,-0.722429078014184,-0.136623210362469,5981,35861,100
"355984",0.55,"equal",69,69,0.2,0.07588,0.555555555555556,0.583202979515829,0.00555555555555554,0.0332029795158286,11191,35800,100
"356335",0.55,"modUnequal",69,69,0.2,0.07588,0.20952380952381,0.519156424581006,-0.34047619047619,-0.0308435754189944,7259,35800,100
"356686",0.55,"highUnequal",69,69,0.2,0.07588,-0.109837631327603,0.441702069760369,-0.659837631327603,-0.108297930239631,6003,35800,100
"357047",0.55,"equal",79,79,0.2,0.09233,0.555971312753352,0.59039611341169,0.00597131275335205,0.0403961134116895,11724,38128,100
"357398",0.55,"modUnequal",79,79,0.2,0.09233,0.17016317016317,0.486858399678375,-0.37983682983683,-0.0631416003216255,7859,38128,100
"357749",0.55,"highUnequal",79,79,0.2,0.09233,-0.0911877394636016,0.431196067933301,-0.641187739463602,-0.118803932066699,6625,38128,100
"358104",0.55,"equal",83,83,0.2,0.08328,0.539367970005356,0.567460011269072,-0.0106320299946439,0.0174600112690723,12287,39255,100
"358455",0.55,"modUnequal",83,83,0.2,0.08328,0.130434782608696,0.452742104301308,-0.419565217391304,-0.0972578956986925,8235,39255,100
"358806",0.55,"highUnequal",83,83,0.2,0.08328,-0.119791666666667,0.415414835689721,-0.669791666666667,-0.134585164310279,6831,39255,100
"359145",0.55,"equal",71,71,0.2,0.08842,0.56464250734574,0.596659915842505,0.0146425073457395,0.0466599158425053,11195,36251,100
"359496",0.55,"modUnequal",71,71,0.2,0.08842,0.224934612031386,0.524197811264419,-0.325065387968614,-0.0258021887355806,7418,36251,100
"359847",0.55,"highUnequal",71,71,0.2,0.08842,0.011123470522803,0.506120946561898,-0.538876529477197,-0.0438790534381024,6035,36251,100
"360200",0.55,"equal",73,73,0.2,0.10291,0.556293222683264,0.595883755360145,0.00629322268326415,0.0458837553601451,11041,36368,100
"360551",0.55,"modUnequal",73,73,0.2,0.10291,0.142475273990912,0.477887978222084,-0.407524726009088,-0.072112021777916,7381,36368,100
"360902",0.55,"highUnequal",73,73,0.2,0.10291,-0.0956284153005464,0.455740679970863,-0.645628415300546,-0.0942593200291375,6022,36368,100
"361246",0.55,"equal",66,66,0.2,0.07937,0.540859619996311,0.569412667550897,-0.00914038000368944,0.0194126675508972,10898,34862,100
"361597",0.55,"modUnequal",66,66,0.2,0.07937,0.121115819209039,0.462489541086453,-0.428884180790961,-0.0875104589135468,7107,34862,100
"361948",0.55,"highUnequal",66,66,0.2,0.07937,-0.131878126421101,0.442762197126804,-0.681878126421101,-0.107237802873196,5721,34862,100
"362304",0.55,"equal",71,71,0.2,0.08795,0.552329396325459,0.588163818197319,0.00232939632545937,0.0381638181973193,11102,36204,100
"362655",0.55,"modUnequal",71,71,0.2,0.08795,0.179001203369434,0.501196289617558,-0.370998796630566,-0.0488037103824418,7332,36204,100
"363006",0.55,"highUnequal",71,71,0.2,0.08795,-0.130020703933747,0.433023254696815,-0.680020703933747,-0.116976745303185,6055,36204,100
"363358",0.55,"equal",72,72,0.2,0.09047,0.536036036036036,0.568155435992468,-0.013963963963964,0.018155435992468,11240,36228,100
"363709",0.55,"modUnequal",72,72,0.2,0.09047,0.172690763052209,0.492899720777778,-0.377309236947791,-0.0571002792222218,7402,36228,100
"364060",0.55,"highUnequal",72,72,0.2,0.09047,-0.192721257237386,0.384873468857698,-0.742721257237386,-0.165126531142302,6228,36228,100
"364415",0.55,"equal",76,76,0.2,0.08769,0.542600135777325,0.57610499588352,-0.0073998642226748,0.0261049958835202,11589,37515,100
"364766",0.55,"modUnequal",76,76,0.2,0.08769,0.198632173654475,0.495852803689705,-0.351367826345525,-0.0541471963102954,7867,37515,100
"365117",0.55,"highUnequal",76,76,0.2,0.08769,-0.081026875250702,0.450193448493046,-0.631026875250702,-0.0998065515069545,6360,37515,100
"365468",0.55,"equal",76,76,0.2,0.08374,0.534977264777894,0.566995142187666,-0.0150227352221057,0.016995142187666,11626,37457,100
"365819",0.55,"modUnequal",76,76,0.2,0.08374,0.146936156560796,0.466803782935135,-0.403063843439205,-0.0831962170648651,7804,37457,100
"366170",0.55,"highUnequal",76,76,0.2,0.08374,-0.192911619560341,0.379929272690289,-0.742911619560341,-0.170070727309711,6490,37457,100
"366512",0.55,"equal",67,67,0.2,0.08021,0.504185692541857,0.533317965027989,-0.0458143074581432,-0.0166820349720115,11000,35060,100
"366863",0.55,"modUnequal",67,67,0.2,0.08021,0.118104906937394,0.463316779646784,-0.431895093062606,-0.0866832203532161,7112,35060,100
"367214",0.55,"highUnequal",67,67,0.2,0.08021,-0.223474178403756,0.385575873954509,-0.773474178403756,-0.164424126045491,5869,35060,100
"367566",0.55,"equal",68,68,0.2,0.08616,0.552269250382458,0.583435308356176,0.00226925038245795,0.0334353083561763,10920,35211,100
"367917",0.55,"modUnequal",68,68,0.2,0.08616,0.198905109489051,0.512531336114067,-0.351094890510949,-0.0374686638859332,7142,35211,100
"368268",0.55,"highUnequal",68,68,0.2,0.08616,-0.101631116687579,0.449419090867399,-0.651631116687579,-0.100580909132601,5866,35211,100
"368623",0.55,"equal",72,72,0.2,0.0701,0.539864291772689,0.559439735074003,-0.0101357082273112,0.00943973507400309,11718,36716,100
"368974",0.55,"modUnequal",72,72,0.2,0.0701,0.165705497885429,0.481985734701332,-0.384294502114571,-0.0680142652986677,7599,36716,100
"369325",0.55,"highUnequal",72,72,0.2,0.0701,-0.135531135531135,0.419646972484972,-0.685531135531136,-0.130353027515028,6255,36716,100
"369676",0.55,"equal",72,72,0.2,0.08151,0.537989532575347,0.571845268529587,-0.0120104674246526,0.0218452685295865,11327,36668,100
"370027",0.55,"modUnequal",72,72,0.2,0.08151,0.137175598247388,0.469852902490282,-0.412824401752612,-0.0801470975097183,7510,36668,100
"370378",0.55,"highUnequal",72,72,0.2,0.08151,-0.115468409586057,0.43435639773527,-0.665468409586057,-0.11564360226473,6198,36668,100
"370730",0.55,"equal",73,73,0.2,0.09186,0.529706977497167,0.566804633829104,-0.0202930225028332,0.0168046338291041,11249,36637,100
"371081",0.55,"modUnequal",73,73,0.2,0.09186,0.184904601571268,0.503227197873321,-0.365095398428732,-0.0467728021266793,7443,36637,100
"371432",0.55,"highUnequal",73,73,0.2,0.09186,-0.186683006535948,0.388795252522496,-0.736683006535948,-0.161204747477504,6290,36637,100
"371784",0.55,"equal",74,74,0.2,0.0935,0.560140608283662,0.596010723633918,0.0101406082836619,0.0460107236339182,11210,36616,100
"372135",0.55,"modUnequal",74,74,0.2,0.0935,0.206506754893852,0.516830746316182,-0.343493245106148,-0.0331692536838182,7432,36616,100
"372486",0.55,"highUnequal",74,74,0.2,0.0935,-0.0635624538063564,0.465488412853819,-0.613562453806356,-0.0845115871461811,6134,36616,100
"372840",0.55,"equal",77,77,0.2,0.09412,0.583187390542907,0.620319793748657,0.0331873905429071,0.0703197937486573,11435,37660,100
"373191",0.55,"modUnequal",77,77,0.2,0.09412,0.246835443037975,0.542641522751871,-0.303164556962025,-0.00735847724812944,7623,37660,100
"373542",0.55,"highUnequal",77,77,0.2,0.09412,-0.0347826086956522,0.474997575561662,-0.584782608695652,-0.0750024244383385,6369,37660,100
"373895",0.55,"equal",79,79,0.2,0.09898,0.562464508801817,0.600847440722742,0.0124645088018172,0.0508474407227417,11557,38005,100
"374246",0.55,"modUnequal",79,79,0.2,0.09898,0.180754917597023,0.493643810402686,-0.369245082402977,-0.0563561895973145,7830,38005,100
"374597",0.55,"highUnequal",79,79,0.2,0.09898,-0.0791316526610644,0.442389490989133,-0.629131652661064,-0.107610509010867,6546,38005,100
"374949",0.55,"equal",80,80,0.2,0.11183,0.53248306098047,0.572251948369018,-0.0175169390195298,0.0222519483690178,11498,37701,100
"375300",0.55,"modUnequal",80,80,0.2,0.11183,0.197674418604651,0.508083185752275,-0.352325581395349,-0.0419168142477253,7705,37701,100
"375651",0.55,"highUnequal",80,80,0.2,0.11183,-0.0911627906976746,0.438572562691878,-0.641162790697675,-0.111427437308122,6466,37701,100
"375994",0.55,"equal",72,72,0.2,0.09077,0.532608695652174,0.565747964935378,-0.0173913043478261,0.0157479649353779,11230,36261,100
"376345",0.55,"modUnequal",72,72,0.2,0.09077,0.150044923629829,0.483360639853426,-0.399955076370171,-0.0666393601465745,7347,36261,100
"376696",0.55,"highUnequal",72,72,0.2,0.09077,-0.195954487989886,0.396234443144346,-0.745954487989886,-0.153765556855654,6102,36261,100
"377050",0.55,"equal",75,75,0.2,0.09226,0.560836794339332,0.593016346127342,0.0108367943393324,0.0430163461273423,11450,37066,100
"377401",0.55,"modUnequal",75,75,0.2,0.09226,0.183819325328759,0.496696657827644,-0.366180674671241,-0.0533033421723561,7619,37066,100
"377752",0.55,"highUnequal",75,75,0.2,0.09226,-0.120926580290538,0.434153746187443,-0.670926580290538,-0.115846253812558,6237,37066,100
"378109",0.55,"equal",81,81,0.2,0.10786,0.557585600216538,0.595256873493019,0.00758560021653798,0.0452568734930188,11643,38180,100
"378460",0.55,"modUnequal",81,81,0.2,0.10786,0.219436485195798,0.518659313971971,-0.330563514804203,-0.031340686028029,7848,38180,100
"378811",0.55,"highUnequal",81,81,0.2,0.10786,-0.150651179162267,0.396947875981221,-0.700651179162267,-0.153052124018779,6670,38180,100
"379158",0.55,"equal",77,77,0.2,0.09431,0.545328399629972,0.577169984463578,-0.00467160037002778,0.0271699844635783,11606,37440,100
"379509",0.55,"modUnequal",77,77,0.2,0.09431,0.196238757154538,0.501642267857517,-0.353761242845462,-0.0483577321424828,7738,37440,100
"379860",0.55,"highUnequal",77,77,0.2,0.09431,-0.0970982142857144,0.431495660914606,-0.647098214285714,-0.118504339085394,6467,37440,100
"380223",0.55,"equal",89,89,0.2,0.09834,0.556171786120591,0.593030523775254,0.00617178612059144,0.0430305237752537,12289,40206,100
"380574",0.55,"modUnequal",89,89,0.2,0.09834,0.2003586984371,0.500358434615152,-0.3496413015629,-0.0496415653848477,8374,40206,100
"380925",0.55,"highUnequal",89,89,0.2,0.09834,-0.140716374269006,0.385807390186155,-0.690716374269006,-0.164192609813845,7216,40206,100
"381259",0.55,"equal",72,72,0.2,0.09037,0.565805658056581,0.59733845756092,0.0158056580565806,0.0473384575609199,11233,36338,100
"381610",0.55,"modUnequal",72,72,0.2,0.09037,0.175715119673088,0.49580659268462,-0.374284880326912,-0.0541934073153798,7409,36338,100
"381961",0.55,"highUnequal",72,72,0.2,0.09037,-0.0770404271548437,0.450839203194316,-0.627040427154844,-0.0991607968056839,6176,36338,100
"382319",0.55,"equal",79,79,0.2,0.07505,0.572301814708692,0.595638278825895,0.0223018147086915,0.0456382788258949,12135,38506,100
"382670",0.55,"modUnequal",79,79,0.2,0.07505,0.213558131366351,0.508356394802129,-0.336441868633649,-0.0416436051978708,8024,38506,100
"383021",0.55,"highUnequal",79,79,0.2,0.07505,-0.0452847805788983,0.462508734860484,-0.595284780578898,-0.0874912651395156,6600,38506,100
"383364",0.55,"equal",71,71,0.2,0.06693,0.534173855341739,0.556996081582291,-0.0158261446582615,0.00699608158229115,11569,36495,100
"383715",0.55,"modUnequal",71,71,0.2,0.06693,0.186558516801854,0.49307851342991,-0.363441483198146,-0.0569214865700901,7581,36495,100
"384066",0.55,"highUnequal",71,71,0.2,0.06693,-0.183811129848229,0.393740785947023,-0.733811129848229,-0.156259214052977,6230,36495,100
"384421",0.55,"equal",75,75,0.2,0.07303,0.547446722959389,0.569019873813594,-0.00255327704061115,0.0190198738135935,11900,37487,100
"384772",0.55,"modUnequal",75,75,0.2,0.07303,0.140511645666285,0.461704922158429,-0.409488354333715,-0.0882950778415709,7826,37487,100
"385123",0.55,"highUnequal",75,75,0.2,0.07303,-0.10343137254902,0.437054845679836,-0.65343137254902,-0.112945154320164,6375,37487,100
"385473",0.55,"equal",74,74,0.2,0.07185,0.539672674539051,0.566079544963946,-0.0103273254609488,0.0160795449639464,11738,37357,100
"385824",0.55,"modUnequal",74,74,0.2,0.07185,0.168724279835391,0.483837791981736,-0.381275720164609,-0.0661622080182636,7732,37357,100
"386175",0.55,"highUnequal",74,74,0.2,0.07185,-0.120524457892083,0.422025703907633,-0.670524457892083,-0.127974296092367,6423,37357,100
"386526",0.55,"equal",74,74,0.2,0.11168,0.560345923947603,0.599886599307133,0.0103459239476027,0.0498865993071325,11023,36337,100
"386877",0.55,"modUnequal",74,74,0.2,0.11168,0.212349054454318,0.526199896311266,-0.337650945545682,-0.023800103688734,7286,36337,100
"387228",0.55,"highUnequal",74,74,0.2,0.11168,-0.0242962962962963,0.48837334458602,-0.574296296296296,-0.0616266554139797,6050,36337,100
"387581",0.55,"equal",76,76,0.2,0.09282,0.541525560393485,0.579063406914507,-0.00847443960651506,0.0290634069145073,11494,37557,100
"387932",0.55,"modUnequal",76,76,0.2,0.09282,0.195529145444256,0.507639932294424,-0.354470854555744,-0.0423600677055764,7662,37557,100
"388283",0.55,"highUnequal",76,76,0.2,0.09282,-0.0781190747061056,0.452888371147225,-0.628119074706106,-0.0971116288527748,6353,37557,100
"388631",0.55,"equal",73,73,0.2,0.08913,0.556086679413639,0.585979832315078,0.00608667941363916,0.0359798323150777,11357,36531,100
"388982",0.55,"modUnequal",73,73,0.2,0.08913,0.21165817770232,0.515548833353573,-0.33834182229768,-0.0344511666464267,7483,36531,100
"389333",0.55,"highUnequal",73,73,0.2,0.08913,-0.052910052910053,0.469524252722085,-0.602910052910053,-0.0804757472779153,6135,36531,100
"389693",0.55,"equal",82,82,0.2,0.08989,0.55204280155642,0.586349565250271,0.00204280155642023,0.0363495652502714,11973,38898,100
"390044",0.55,"modUnequal",82,82,0.2,0.08989,0.222128378378378,0.517954767875233,-0.327871621621622,-0.0320452321247671,8035,38898,100
"390395",0.55,"highUnequal",82,82,0.2,0.08989,-0.0899408284023668,0.430651763784573,-0.639940828402367,-0.119348236215427,6773,38898,100
"390746",0.55,"equal",82,82,0.2,0.11611,0.560063352826511,0.600998980533349,0.0100633528265106,0.0509989805333487,11508,38066,100
"391097",0.55,"modUnequal",82,82,0.2,0.11611,0.202869757174393,0.506091685302244,-0.347130242825607,-0.0439083146977557,7862,38066,100
"391448",0.55,"highUnequal",82,82,0.2,0.11611,-0.0834083408340833,0.432794493130814,-0.633408340834083,-0.117205506869186,6643,38066,100
"391790",0.55,"equal",73,73,0.2,0.09493,0.548253676470588,0.583923398785063,-0.00174632352941173,0.0339233987850629,11202,36487,100
"392141",0.55,"modUnequal",73,73,0.2,0.09493,0.199511400651466,0.518351009672001,-0.350488599348534,-0.0316489903279995,7318,36487,100
"392492",0.55,"highUnequal",73,73,0.2,0.09493,-0.110734463276836,0.446291853193127,-0.660734463276836,-0.103708146806873,6063,36487,100
"392844",0.55,"equal",74,74,0.2,0.10097,0.546276670905751,0.588740092272715,-0.00372332909424911,0.0387400922727146,11070,36639,100
"393195",0.55,"modUnequal",74,74,0.2,0.10097,0.178562292146329,0.495219029113093,-0.371437707853671,-0.0547809708869075,7505,36639,100
"393546",0.55,"highUnequal",74,74,0.2,0.10097,-0.142298114549982,0.428242989089983,-0.692298114549982,-0.121757010910017,6113,36639,100
"393895",0.55,"equal",72,72,0.2,0.11251,0.55183352366451,0.590567212909363,0.00183352366450951,0.0405672129093626,10877,35718,100
"394246",0.55,"modUnequal",72,72,0.2,0.11251,0.182974786028221,0.510169160311561,-0.367025213971779,-0.0398308396884393,7138,35718,100
"394597",0.55,"highUnequal",72,72,0.2,0.11251,-0.111740635819956,0.438340338950358,-0.661740635819956,-0.111659661049642,6015,35718,100
"394959",0.55,"equal",83,83,0.2,0.09288,0.541448724045015,0.569465391330741,-0.00855127595498506,0.019465391330741,12140,38790,100
"395310",0.55,"modUnequal",83,83,0.2,0.09288,0.201710816777042,0.497627294363093,-0.348289183222958,-0.0523727056369072,8137,38790,100
"395661",0.55,"highUnequal",83,83,0.2,0.09288,-0.154890219560878,0.396831117347671,-0.704890219560878,-0.153168882652329,6753,38790,100
"395991",0.55,"equal",62,62,0.2,0.07647,0.555047619047619,0.580529996400517,0.00504761904761908,0.0305299964005166,10601,33735,100
"396342",0.55,"modUnequal",62,62,0.2,0.07647,0.194760427438814,0.511055953628477,-0.355239572561186,-0.0389440463715232,6828,33735,100
"396693",0.55,"highUnequal",62,62,0.2,0.07647,-0.0967136150234742,0.457543697042191,-0.646713615023474,-0.0924563029578092,5562,33735,100
"397052",0.55,"equal",70,70,0.2,0.08649,0.547150781643974,0.577421654172715,-0.00284921835602625,0.0274216541727147,11140,35814,100
"397403",0.55,"modUnequal",70,70,0.2,0.08649,0.208810572687225,0.515265582897836,-0.341189427312775,-0.0347344171021644,7314,35814,100
"397754",0.55,"highUnequal",70,70,0.2,0.08649,-0.0539906103286385,0.46611817551874,-0.603990610328639,-0.0838818244812597,6047,35814,100
"398109",0.55,"equal",74,74,0.2,0.10552,0.564247311827957,0.602795216681886,0.0142473118279569,0.052795216681886,11077,36456,100
"398460",0.55,"modUnequal",74,74,0.2,0.10552,0.18440251572327,0.507701814749028,-0.36559748427673,-0.0422981852509721,7335,36456,100
"398811",0.55,"highUnequal",74,74,0.2,0.10552,-0.0594771241830063,0.470871735791091,-0.609477124183006,-0.0791282642089094,6069,36456,100
"399163",0.55,"equal",75,75,0.2,0.11068,0.550026123301985,0.592019748993501,2.61233019853702e-05,0.0420197489935009,11056,36582,100
"399514",0.55,"modUnequal",75,75,0.2,0.11068,0.215083162451584,0.524441069722183,-0.334916837548417,-0.0255589302778171,7388,36582,100
"399865",0.55,"highUnequal",75,75,0.2,0.11068,-0.0864080731630401,0.447441129263804,-0.63640807316304,-0.102558870736196,6202,36582,100
"400213",0.55,"equal",72,72,0.2,0.09205,0.552253116011505,0.588274498164906,0.00225311601150524,0.0382744981649061,11190,36507,100
"400564",0.55,"modUnequal",72,72,0.2,0.09205,0.210481825866441,0.528585828477735,-0.339518174133559,-0.0214141715222647,7266,36507,100
"400915",0.55,"highUnequal",72,72,0.2,0.09205,-0.0424107142857144,0.479865407416973,-0.592410714285714,-0.0701345925830272,6072,36507,100
"401270",0.55,"equal",76,76,0.2,0.09129,0.525565388397247,0.555026329589583,-0.0244346116027532,0.00502632958958249,11635,37216,100
"401621",0.55,"modUnequal",76,76,0.2,0.09129,0.149779735682819,0.469320547081261,-0.400220264317181,-0.080679452918739,7743,37216,100
"401972",0.55,"highUnequal",76,76,0.2,0.09129,-0.122093023255814,0.421737368523666,-0.672093023255814,-0.128262631476334,6393,37216,100
"402322",0.55,"equal",75,75,0.2,0.09739,0.562785893463184,0.597015295767908,0.0127858934631842,0.0470152957679082,11361,36978,100
"402673",0.55,"modUnequal",75,75,0.2,0.09739,0.208600427350427,0.509789409607376,-0.341399572649573,-0.0402105903926244,7635,36978,100
"403024",0.55,"highUnequal",75,75,0.2,0.09739,-0.0563279857397505,0.464980073424204,-0.606327985739751,-0.0850199265757962,6243,36978,100
"403373",0.55,"equal",73,73,0.2,0.0962,0.539957459738681,0.576756819073946,-0.0100425402613187,0.0267568190739456,11164,36404,100
"403724",0.55,"modUnequal",73,73,0.2,0.0962,0.204623062779091,0.52230190760911,-0.345376937220909,-0.0276980923908897,7288,36404,100
"404075",0.55,"highUnequal",73,73,0.2,0.0962,-0.0911711711711711,0.453994779308481,-0.641171171171171,-0.096005220691519,6072,36404,100
"404424",0.55,"equal",71,71,0.2,0.08964,0.548972766364071,0.579614499659515,-0.00102723363592938,0.0296144996595147,11163,35930,100
"404775",0.55,"modUnequal",71,71,0.2,0.08964,0.181975736568457,0.496344760488935,-0.368024263431543,-0.0536552395110654,7374,35930,100
"405126",0.55,"highUnequal",71,71,0.2,0.08964,-0.147023086269745,0.410909629531433,-0.697023086269745,-0.139090370468567,6151,35930,100
"405475",0.55,"equal",69,69,0.2,0.09979,0.559960215970446,0.595775814279904,0.00996021597044616,0.0457758142799036,10816,35323,100
"405826",0.55,"modUnequal",69,69,0.2,0.09979,0.183926218708827,0.505129790922149,-0.366073781291173,-0.0448702090778507,7140,35323,100
"406177",0.55,"highUnequal",69,69,0.2,0.09979,-0.11242816091954,0.443423749740083,-0.66242816091954,-0.106576250259917,5891,35323,100
"406533",0.55,"equal",74,74,0.2,0.08607,0.569986979166667,0.602244038687589,0.0199869791666667,0.0522440386875892,11443,37113,100
"406884",0.55,"modUnequal",74,74,0.2,0.08607,0.199393939393939,0.500389718868419,-0.350606060606061,-0.0496102811315811,7720,37113,100
"407235",0.55,"highUnequal",74,74,0.2,0.08607,-0.0216550657385925,0.478064827785312,-0.571655065738593,-0.0719351722146879,6320,37113,100
"407586",0.55,"equal",74,74,0.2,0.09946,0.547587031226655,0.581187437183899,-0.00241296877334529,0.0311874371838993,11297,36610,100
"407937",0.55,"modUnequal",74,74,0.2,0.09946,0.205249343832021,0.513576128031797,-0.344750656167979,-0.0364238719682028,7469,36610,100
"408288",0.55,"highUnequal",74,74,0.2,0.09946,-0.089992800575954,0.4485428393262,-0.639992800575954,-0.1014571606738,6174,36610,100
"408635",0.55,"equal",70,70,0.2,0.07088,0.540993788819876,0.566806308226059,-0.00900621118012435,0.016806308226059,11384,36187,100
"408986",0.55,"modUnequal",70,70,0.2,0.07088,0.179800221975583,0.494035989586341,-0.370199778024417,-0.0559640104136587,7441,36187,100
"409337",0.55,"highUnequal",70,70,0.2,0.07088,-0.107946026986507,0.431346020415608,-0.657946026986507,-0.118653979584392,6191,36187,100
"409695",0.55,"equal",77,77,0.2,0.1113,0.547275328391208,0.588789915142868,-0.00272467160879186,0.0387899151428677,11249,37154,100
"410046",0.55,"modUnequal",77,77,0.2,0.1113,0.204160951074531,0.516314755779028,-0.345839048925469,-0.0336852442209724,7527,37154,100
