VE_susc,Label_testingDiff,Test_sens,Label_epiPhase,VE_symptRR_degUnderNeg_testSens,FalseNeg_withTestSens_unvac,FalseNeg_withTestSens_vac,NonCovid_cumSymptInfect_tested_withTestSens_unvac,NonCovid_cumSymptInfect_tested_withTestSens_vac,VE_symptOR_degUnderNeg_testSens,totalNum_sims
0.55,highUnequal,0.9,Highest Growth,-0.654898136,76.9,254.9,5286.9,31654.9,-0.103609642,100
0.55,highUnequal,0.9,Peak,-0.638638498,177.5,579.7,5520.5,32734.7,-0.10077598,100
0.55,equal,0.9,Highest Growth,0.006707885,250.7,333.4,9144.7,30266.4,0.048190726,100
0.55,equal,0.9,Peak,0.006032859,442.3,589.1,8760.3,31160.1,0.075551393,100
0.55,modUnequal,0.9,Highest Growth,-0.34608405,139.6,333.4,5901.6,30266.4,-0.015681709,100
0.55,modUnequal,0.9,Peak,-0.331092548,251.4,589.1,5900.4,31160.1,0.006282701,100
0.55,highUnequal,0.9,Highest Growth,-0.605397278,105.3,333.4,4668.3,30266.4,-0.038354523,100
0.55,highUnequal,0.9,Peak,-0.618953003,183.7,589.1,4856.7,31160.1,-0.04982998,100
0.55,equal,0.9,Highest Growth,-0.008446251,221.4,304.5,9747.4,31252.5,0.021043054,100
0.55,equal,0.9,Peak,-0.006338028,426,583.2,9319,32185.2,0.053611528,100
0.55,modUnequal,0.9,Highest Growth,-0.397953216,119.7,304.5,6286.7,31252.5,-0.061718501,100
0.55,modUnequal,0.9,Peak,-0.379705506,234.3,583.2,6328.3,32185.2,-0.039413645,100
0.55,highUnequal,0.9,Highest Growth,-0.665384615,91,304.5,5054,31252.5,-0.091123479,100
0.55,highUnequal,0.9,Peak,-0.647684924,177.1,583.2,5237.1,32185.2,-0.085838123,100
0.55,equal,0.9,Highest Growth,-0.008353394,207.7,285.6,10102.7,32548.6,0.023197603,100
0.55,equal,0.9,Peak,-0.0037526,416.6,567.1,9539.6,33236.1,0.059284636,100
0.55,modUnequal,0.9,Highest Growth,-0.368572657,116.3,285.6,6448.3,32548.6,-0.036509595,100
0.55,modUnequal,0.9,Peak,-0.359218037,233.6,567.1,6419.6,33236.1,-0.018904845,100
0.55,highUnequal,0.9,Highest Growth,-0.696987952,83,285.6,5363,32548.6,-0.116964145,100
0.55,highUnequal,0.9,Peak,-0.621010387,176.5,567.1,5515.5,33236.1,-0.083199544,100
0.55,equal,0.9,Highest Growth,0.026254347,201.3,255.9,9809.3,31640.9,0.055891593,100
0.55,equal,0.9,Peak,0.011972387,422.5,555.2,9394.5,32542.2,0.070641775,100
0.55,modUnequal,0.9,Highest Growth,-0.318468468,111,255.9,6312,31640.9,-0.009902181,100
0.55,modUnequal,0.9,Peak,-0.332522903,236.5,555.2,6365.5,32542.2,-0.009202163,100
0.55,highUnequal,0.9,Highest Growth,-0.539559165,86.2,255.9,5057.2,31640.9,-0.024487003,100
0.55,highUnequal,0.9,Peak,-0.581586771,179.4,555.2,5245.4,32542.2,-0.048837071,100
0.55,equal,0.9,Highest Growth,0.000204197,236.7,319.4,9539.7,30962.4,0.034245696,100
0.55,equal,0.9,Peak,-0.008757597,422.3,581.2,9142.3,31776.2,0.054033876,100
0.55,modUnequal,0.9,Highest Growth,-0.351103587,132.9,319.4,6174.9,30962.4,-0.029297587,100
0.55,modUnequal,0.9,Peak,-0.350550964,242,581.2,6195,31776.2,-0.018219601,100
0.55,highUnequal,0.9,Highest Growth,-0.645336077,97.2,319.4,4957.2,30962.4,-0.076102628,100
0.55,highUnequal,0.9,Peak,-0.632309125,179,581.2,5145,31776.2,-0.075721809,100
0.55,equal,0.9,Highest Growth,-0.002402402,222,301.3,9815,31484.3,0.02690059,100
0.55,equal,0.9,Peak,-0.003797775,413.4,562.8,9396.4,32239.8,0.053217259,100
0.55,modUnequal,0.9,Highest Growth,-0.382780542,120.6,301.3,6365.6,31484.3,-0.05512298,100
0.55,modUnequal,0.9,Peak,-0.361418685,231.2,562.8,6391.2,32239.8,-0.032565565,100
0.55,highUnequal,0.9,Highest Growth,-0.574829932,98,301.3,5188,31484.3,-0.056616093,100
0.55,highUnequal,0.9,Peak,-0.602749719,178.2,562.8,5371.2,32239.8,-0.076169141,100
0.55,equal,0.9,Highest Growth,-0.001665756,183.1,248.1,9246.1,29288.1,0.022234448,100
0.55,equal,0.9,Peak,0.00019349,439.3,592.8,8881.3,30888.8,0.062008246,100
0.55,modUnequal,0.9,Highest Growth,-0.436387996,93.3,248.1,5878.3,29288.1,-0.083710403,100
0.55,modUnequal,0.9,Peak,-0.35620155,245.1,592.8,5991.1,30888.8,-0.019105382,100
0.55,highUnequal,0.9,Highest Growth,-0.692265193,72.4,248.1,4676.4,29288.1,-0.097152832,100
0.55,highUnequal,0.9,Peak,-0.631554461,182.7,592.8,4950.7,30888.8,-0.070038169,100
0.55,equal,1,Highest Growth,0.02287292,0,0,9659,31234,0.053737549,100
0.55,equal,1,Peak,0.003490991,0,0,9038,31764,0.068856401,100
0.55,modUnequal,1,Highest Growth,-0.350816565,0,0,6229,31234,-0.029120802,100
0.55,modUnequal,1,Peak,-0.344475454,0,0,6152,31764,-0.011618152,100
0.55,highUnequal,1,Highest Growth,-0.552555677,0,0,5068,31234,-0.038021275,100
0.55,highUnequal,1,Peak,-0.607937869,0,0,5172,31764,-0.066778869,100
0.55,equal,1,Highest Growth,-0.013147884,0,0,9220,30579,0.031063133,100
0.55,equal,1,Peak,-0.007338427,0,0,8655,31172,0.069055811,100
0.55,modUnequal,1,Highest Growth,-0.354293972,0,0,5844,30579,-0.011129596,100
0.55,modUnequal,1,Peak,-0.336584531,0,0,5744,31172,0.015173084,100
0.55,highUnequal,1,Highest Growth,-0.640705487,0,0,4862,30579,-0.07025999,100
0.55,highUnequal,1,Peak,-0.62181496,0,0,5000,31172,-0.065758514,100
0.55,equal,1,Highest Growth,0.023806881,0,0,8991,29071,0.054564446,100
0.55,equal,1,Peak,0.005148555,0,0,8491,30260,0.075522113,100
0.55,modUnequal,1,Highest Growth,-0.308144126,0,0,5709,29071,0.003344073,100
0.55,modUnequal,1,Peak,-0.332839135,0,0,5734,30260,0.004976907,100
0.55,highUnequal,1,Highest Growth,-0.674450952,0,0,4566,29071,-0.079831417,100
0.55,highUnequal,1,Peak,-0.637562189,0,0,4736,30260,-0.060643873,100
0.55,equal,1,Highest Growth,0.006832695,0,0,9374,30250,0.038008233,100
0.55,equal,1,Peak,0.006791039,0,0,8758,31146,0.076119815,100
0.55,modUnequal,1,Highest Growth,-0.341463017,0,0,5950,30250,-0.01702859,100
0.55,modUnequal,1,Peak,-0.328163413,0,0,5965,31146,0.00290457,100
0.55,highUnequal,1,Highest Growth,-0.598791019,0,0,4758,30250,-0.044890678,100
0.55,highUnequal,1,Peak,-0.613228611,0,0,4887,31146,-0.050481431,100
0.55,equal,1,Highest Growth,-0.026657584,0,0,10113,32410,0.00380085,100
0.55,equal,1,Peak,-0.008945341,0,0,9379,33032,0.059065601,100
0.55,modUnequal,1,Highest Growth,-0.420315091,0,0,6579,32410,-0.080003362,100
0.55,modUnequal,1,Peak,-0.379056111,0,0,6482,33032,-0.038066879,100
0.55,highUnequal,1,Highest Growth,-0.797741322,0,0,5414,32410,-0.175295111,100
0.55,highUnequal,1,Peak,-0.677143702,0,0,5538,33032,-0.116915884,100
0.55,equal,1,Highest Growth,0.007743332,0,0,9418,30694,0.042900244,100
0.55,equal,1,Peak,0.003418308,0,0,8794,31194,0.072308194,100
0.55,modUnequal,1,Highest Growth,-0.395886752,0,0,6012,30694,-0.047048722,100
0.55,modUnequal,1,Peak,-0.376329331,0,0,5938,31194,-0.021893015,100
0.55,highUnequal,1,Highest Growth,-0.656568833,0,0,4972,30694,-0.087746163,100
0.55,highUnequal,1,Peak,-0.624136009,0,0,5007,31194,-0.067233987,100
0.55,equal,1,Highest Growth,-0.009168523,0,0,9425,30163,0.019572324,100
0.55,equal,1,Peak,0.003204827,0,0,8796,31116,0.071094259,100
0.55,modUnequal,1,Highest Growth,-0.36408358,0,0,6000,30163,-0.035810577,100
0.55,modUnequal,1,Peak,-0.342274559,0,0,5965,31116,-0.005641896,100
0.55,highUnequal,1,Highest Growth,-0.656935123,0,0,4854,30163,-0.084402721,100
0.55,highUnequal,1,Peak,-0.628698449,0,0,5023,31116,-0.07239706,100
0.55,equal,1,Highest Growth,0.013253524,0,0,9107,29858,0.05036337,100
0.55,equal,1,Peak,0.014558788,0,0,8559,30936,0.088582105,100
0.55,modUnequal,1,Highest Growth,-0.348261949,0,0,5817,29858,-0.016557347,100
0.55,modUnequal,1,Peak,-0.325588865,0,0,5786,30936,0.014821841,100
0.55,highUnequal,1,Highest Growth,-0.672164049,0,0,4801,29858,-0.091313176,100
0.55,highUnequal,1,Peak,-0.647575758,0,0,4980,30936,-0.080055011,100
0.55,equal,1,Highest Growth,-0.000707492,0,0,8726,27683,0.023795443,100
0.55,equal,1,Peak,-0.005456659,0,0,8252,29519,0.06803296,100
0.55,modUnequal,1,Highest Growth,-0.354554865,0,0,5447,27683,-0.024920748,100
0.55,modUnequal,1,Peak,-0.35430473,0,0,5521,29519,-0.001292362,100
0.55,highUnequal,1,Highest Growth,-0.598004315,0,0,4242,27683,-0.031772312,100
0.55,highUnequal,1,Peak,-0.569565608,0,0,4525,29519,-0.018871003,100
0.55,equal,1,Highest Growth,0.002491742,0,0,9725,31860,0.040205479,100
0.55,equal,1,Peak,0.003091081,0,0,9097,32351,0.07299183,100
0.55,modUnequal,1,Highest Growth,-0.342270531,0,0,6311,31860,-0.020811612,100
0.55,modUnequal,1,Peak,-0.329744751,0,0,6172,32351,0.003715378,100
0.55,highUnequal,1,Highest Growth,-0.683915575,0,0,5182,31860,-0.103291008,100
0.55,highUnequal,1,Peak,-0.636009174,0,0,5195,32351,-0.073181756,100
0.55,equal,1,Highest Growth,0.006396033,0,0,10084,32591,0.038232726,100
0.55,equal,1,Peak,0.00114806,0,0,9275,33029,0.071868503,100
0.55,modUnequal,1,Highest Growth,-0.318939394,0,0,6526,32591,-0.011915727,100
0.55,modUnequal,1,Peak,-0.339334447,0,0,6405,33029,-0.009204378,100
0.55,highUnequal,1,Highest Growth,-0.612399356,0,0,5341,32591,-0.07231674,100
0.55,highUnequal,1,Peak,-0.637891,0,0,5482,33029,-0.091689285,100
0.55,equal,1,Highest Growth,0.004239697,0,0,9672,31650,0.041337095,100
0.55,equal,1,Peak,0.000959781,0,0,8946,32123,0.074837611,100
0.55,modUnequal,1,Highest Growth,-0.395462713,0,0,6334,31650,-0.057598183,100
0.55,modUnequal,1,Peak,-0.36231914,0,0,6160,32123,-0.01731805,100
0.55,highUnequal,1,Highest Growth,-0.631609195,0,0,5180,31650,-0.081064989,100
0.55,highUnequal,1,Peak,-0.617354699,0,0,5302,32123,-0.078510532,100
0.55,equal,1,Highest Growth,-0.002803067,0,0,8649,28578,0.038883716,100
0.55,equal,1,Peak,-0.00213459,0,0,8098,29571,0.078549669,100
0.55,modUnequal,1,Highest Growth,-0.32970297,0,0,5405,28578,0.007600824,100
0.55,modUnequal,1,Peak,-0.33905832,0,0,5380,29571,0.019328014,100
0.55,highUnequal,1,Highest Growth,-0.619004525,0,0,4398,28578,-0.043542085,100
0.55,highUnequal,1,Peak,-0.629216978,0,0,4576,29571,-0.051014192,100
0.55,equal,1,Highest Growth,0.014804869,0,0,9283,30194,0.048604054,100
0.55,equal,1,Peak,0.007809984,0,0,8713,31250,0.080131045,100
0.55,modUnequal,1,Highest Growth,-0.363587684,0,0,5928,30194,-0.029195978,100
0.55,modUnequal,1,Peak,-0.361465721,0,0,5938,31250,-0.012574411,100
0.55,highUnequal,1,Highest Growth,-0.605121528,0,0,4784,30194,-0.051526931,100
0.55,highUnequal,1,Peak,-0.603924391,0,0,4955,31250,-0.051330754,100
0.55,equal,1,Highest Growth,0.005841482,0,0,9197,29650,0.036685408,100
0.55,equal,1,Peak,-0.002427028,0,0,8578,30631,0.069902806,100
0.55,modUnequal,1,Highest Growth,-0.307017544,0,0,5768,29650,0.008197923,100
0.55,modUnequal,1,Peak,-0.353062831,0,0,5746,30631,-0.00193422,100
0.55,highUnequal,1,Highest Growth,-0.673697917,0,0,4745,29650,-0.089488696,100
0.55,highUnequal,1,Peak,-0.643762183,0,0,4895,30631,-0.074367394,100
0.55,equal,1,Highest Growth,-0.014920205,0,0,9796,32106,0.024438579,100
0.55,equal,1,Peak,-0.005318491,0,0,9027,32586,0.071601913,100
0.55,modUnequal,1,Highest Growth,-0.390272109,0,0,6434,32106,-0.055168263,100
0.55,modUnequal,1,Peak,-0.360959659,0,0,6311,32586,-0.021180851,100
0.55,highUnequal,1,Highest Growth,-0.692434332,0,0,5229,32106,-0.108193714,100
0.55,highUnequal,1,Peak,-0.625799087,0,0,5292,32586,-0.074132643,100
0.55,equal,1,Highest Growth,-0.004545455,0,0,9538,30766,0.027248793,100
0.55,equal,1,Peak,-0.004663015,0,0,8782,31385,0.068335135,100
0.55,modUnequal,1,Highest Growth,-0.388375108,0,0,6053,30766,-0.044833699,100
0.55,modUnequal,1,Peak,-0.360220957,0,0,5890,31385,-0.006160724,100
0.55,highUnequal,1,Highest Growth,-0.672685185,0,0,4913,30766,-0.087842324,100
0.55,highUnequal,1,Peak,-0.655623381,0,0,5048,31385,-0.083489262,100
0.55,equal,1,Highest Growth,0.004621849,0,0,9208,29250,0.029380306,100
0.55,equal,1,Peak,-0.000222646,0,0,8620,30928,0.073552844,100
0.55,modUnequal,1,Highest Growth,-0.343197279,0,0,5823,29250,-0.023721821,100
0.55,modUnequal,1,Peak,-0.335080422,0,0,5828,30928,0.006183843,100
0.55,highUnequal,1,Highest Growth,-0.60615942,0,0,4667,29250,-0.055548309,100
0.55,highUnequal,1,Peak,-0.60851561,0,0,4929,30928,-0.056087375,100
0.55,equal,1,Highest Growth,-0.007724426,0,0,9409,30534,0.026858998,100
0.55,equal,1,Peak,0.00057311,0,0,8708,31439,0.076552115,100
0.55,modUnequal,1,Highest Growth,-0.365055762,0,0,6092,30534,-0.037848271,100
0.55,modUnequal,1,Peak,-0.350634658,0,0,6076,31439,-0.014199515,100
0.55,highUnequal,1,Highest Growth,-0.680154639,0,0,4937,30534,-0.098199396,100
0.55,highUnequal,1,Peak,-0.645939566,0,0,5154,31439,-0.088993529,100
0.55,equal,1,Highest Growth,-0.000311111,0,0,9008,28970,0.029937609,100
0.55,equal,1,Peak,-0.002497952,0,0,8463,30034,0.0674845,100
0.55,modUnequal,1,Highest Growth,-0.358748404,0,0,5718,28970,-0.028884022,100
0.55,modUnequal,1,Peak,-0.358457711,0,0,5690,30034,-0.009491681,100
0.55,highUnequal,1,Highest Growth,-0.700317893,0,0,4523,28970,-0.088787141,100
0.55,highUnequal,1,Peak,-0.652794411,0,0,4683,30034,-0.065853988,100
0.55,equal,1,Highest Growth,0.01703738,0,0,9830,32542,0.057643425,100
0.55,equal,1,Peak,0.006878622,0,0,9165,32922,0.079924601,100
0.55,modUnequal,1,Highest Growth,-0.349942922,0,0,6400,32542,-0.021971732,100
0.55,modUnequal,1,Peak,-0.34481703,0,0,6291,32922,-0.005640052,100
0.55,highUnequal,1,Highest Growth,-0.62148318,0,0,5264,32542,-0.069969958,100
0.55,highUnequal,1,Peak,-0.633673073,0,0,5367,32922,-0.07998664,100
0.55,equal,1,Highest Growth,-0.009048747,0,0,10010,32128,0.020927731,100
0.55,equal,1,Peak,-0.016763825,0,0,9282,32893,0.05485497,100
0.55,modUnequal,1,Highest Growth,-0.411481481,0,0,6462,32128,-0.069816982,100
0.55,modUnequal,1,Peak,-0.385870668,0,0,6384,32893,-0.036686986,100
0.55,highUnequal,1,Highest Growth,-0.739161554,0,0,5210,32128,-0.128517029,100
0.55,highUnequal,1,Peak,-0.68842812,0,0,5365,32893,-0.10704863,100
0.55,equal,1,Highest Growth,0.015729104,0,0,9392,30302,0.046197718,100
0.55,equal,1,Peak,0.00152361,0,0,8693,31431,0.077889161,100
0.55,modUnequal,1,Highest Growth,-0.342212518,0,0,5919,30302,-0.014237268,100
0.55,modUnequal,1,Peak,-0.344069193,0,0,5960,31431,-0.001718277,100
0.55,highUnequal,1,Highest Growth,-0.604748062,0,0,4757,30302,-0.046743106,100
0.55,highUnequal,1,Peak,-0.621111111,0,0,4977,31431,-0.058821227,100
0.55,equal,1,Highest Growth,-0.003799442,0,0,9508,30911,0.031243723,100
0.55,equal,1,Peak,0.00221331,0,0,8745,31695,0.079352143,100
0.55,modUnequal,1,Highest Growth,-0.375126828,0,0,6130,30911,-0.040895874,100
0.55,modUnequal,1,Peak,-0.360676348,0,0,6104,31695,-0.018373727,100
0.55,highUnequal,1,Highest Growth,-0.651154918,0,0,4993,30911,-0.083602909,100
0.55,highUnequal,1,Peak,-0.627569258,0,0,5143,31695,-0.074556431,100
0.55,equal,1,Highest Growth,0.002525782,0,0,10030,32392,0.034326401,100
0.55,equal,1,Peak,-0.009031199,0,0,9304,32952,0.061177506,100
0.55,modUnequal,1,Highest Growth,-0.383333333,0,0,6489,32392,-0.050818103,100
0.55,modUnequal,1,Peak,-0.38310982,0,0,6353,32952,-0.031859676,100
0.55,highUnequal,1,Highest Growth,-0.693878463,0,0,5191,32392,-0.099938852,100
0.55,highUnequal,1,Peak,-0.67336749,0,0,5289,32952,-0.09092231,100
0.55,equal,1,Highest Growth,-0.009893048,0,0,9059,29946,0.032631625,100
0.55,equal,1,Peak,-0.005529595,0,0,8476,30922,0.075405648,100
0.55,modUnequal,1,Highest Growth,-0.395397676,0,0,5833,29946,-0.044009682,100
0.55,modUnequal,1,Peak,-0.357984528,0,0,5758,30922,-0.001365524,100
0.55,highUnequal,1,Highest Growth,-0.660328638,0,0,4790,29946,-0.082806469,100
0.55,highUnequal,1,Peak,-0.650263356,0,0,4921,30922,-0.075295515,100
0.55,equal,1,Highest Growth,-0.011836409,0,0,9741,30995,0.014567014,100
0.55,equal,1,Peak,-0.007680492,0,0,8952,31970,0.065531208,100
0.55,modUnequal,1,Highest Growth,-0.366022544,0,0,6066,30995,-0.029108832,100
0.55,modUnequal,1,Peak,-0.375231962,0,0,6028,31970,-0.016796835,100
0.55,highUnequal,1,Highest Growth,-0.68557423,0,0,4969,30995,-0.096152768,100
0.55,highUnequal,1,Peak,-0.650461681,0,0,5210,31970,-0.088011138,100
0.55,equal,1,Highest Growth,0.013448391,0,0,9143,29823,0.048491966,100
0.55,equal,1,Peak,-0.000267209,0,0,8530,30712,0.074826196,100
0.55,modUnequal,1,Highest Growth,-0.325703704,0,0,5737,29823,0.002337577,100
0.55,modUnequal,1,Peak,-0.348670062,0,0,5728,30712,0.003127561,100
0.55,highUnequal,1,Highest Growth,-0.614227642,0,0,4678,29823,-0.050800413,100
0.55,highUnequal,1,Peak,-0.637668593,0,0,4881,30712,-0.068583329,100
0.55,equal,1,Highest Growth,0.026274196,0,0,9590,30854,0.054894297,100
0.55,equal,1,Peak,0.014078208,0,0,8944,31729,0.081357637,100
0.55,modUnequal,1,Highest Growth,-0.338239181,0,0,6125,30854,-0.019433297,100
0.55,modUnequal,1,Peak,-0.346384671,0,0,6063,31729,-0.006536316,100
0.55,highUnequal,1,Highest Growth,-0.600638485,0,0,4940,30854,-0.054649716,100
0.55,highUnequal,1,Peak,-0.615389824,0,0,5143,31729,-0.068071783,100
0.55,equal,1,Highest Growth,-0.009400306,0,0,9183,29236,0.017108392,100
0.55,equal,1,Peak,0.003278689,0,0,8538,30704,0.07733456,100
0.55,modUnequal,1,Highest Growth,-0.379972321,0,0,5744,29236,-0.039194248,100
0.55,modUnequal,1,Peak,-0.337505312,0,0,5794,30704,0.004181301,100
0.55,highUnequal,1,Highest Growth,-0.698877942,0,0,4579,29236,-0.08981859,100
0.55,highUnequal,1,Peak,-0.620479492,0,0,4771,30704,-0.049015534,100
0.55,equal,1,Highest Growth,0.005437666,0,0,9666,31041,0.03469706,100
0.55,equal,1,Peak,-0.003035644,0,0,8956,31811,0.067359979,100
0.55,modUnequal,1,Highest Growth,-0.336116323,0,0,6166,31041,-0.018463636,100
0.55,modUnequal,1,Peak,-0.334561118,0,0,6035,31811,0.003472728,100
0.55,highUnequal,1,Highest Growth,-0.627120823,0,0,4969,31041,-0.067271998,100
0.55,highUnequal,1,Peak,-0.649011783,0,0,5091,31811,-0.077654175,100
0.55,equal,1,Highest Growth,0.001777674,0,0,8933,29368,0.040986444,100
0.55,equal,1,Peak,0.00625879,0,0,8377,30174,0.080421544,100
0.55,modUnequal,1,Highest Growth,-0.342696321,0,0,5734,29368,-0.01431361,100
0.55,modUnequal,1,Peak,-0.351439458,0,0,5681,30174,-0.002672257,100
0.55,highUnequal,1,Highest Growth,-0.615706903,0,0,4620,29368,-0.052952114,100
0.55,highUnequal,1,Peak,-0.620701357,0,0,4807,30174,-0.061718177,100
0.55,equal,1,Highest Growth,-0.00544783,0,0,10196,32108,0.016113173,100
0.55,equal,1,Peak,0.000642758,0,0,9337,33077,0.069465317,100
0.55,modUnequal,1,Highest Growth,-0.307680492,0,0,6360,32108,-0.000247408,100
0.55,modUnequal,1,Peak,-0.334448256,0,0,6243,33077,0.005826363,100
0.55,highUnequal,1,Highest Growth,-0.609044552,0,0,5259,32108,-0.070385757,100
0.55,highUnequal,1,Peak,-0.606197075,0,0,5394,33077,-0.06671497,100
0.55,equal,1,Highest Growth,0.002294337,0,0,9386,31659,0.051803719,100
0.55,equal,1,Peak,0.000811601,0,0,8763,32038,0.081415387,100
0.55,modUnequal,1,Highest Growth,-0.337063953,0,0,6135,31659,-0.007560632,100
0.55,modUnequal,1,Peak,-0.325431607,0,0,6003,32038,0.014119239,100
0.55,highUnequal,1,Highest Growth,-0.605555556,0,0,5095,31659,-0.059623383,100
0.55,highUnequal,1,Peak,-0.608365053,0,0,5159,32038,-0.061277731,100
0.55,equal,1,Highest Growth,-0.004794991,0,0,9574,31468,0.034891899,100
0.55,equal,1,Peak,-0.007126633,0,0,8924,32154,0.069388126,100
0.55,modUnequal,1,Highest Growth,-0.358478195,0,0,6117,31468,-0.021475256,100
0.55,modUnequal,1,Peak,-0.358929084,0,0,6057,32154,-0.007145313,100
0.55,highUnequal,1,Highest Growth,-0.734539768,0,0,5060,31468,-0.121415841,100
0.55,highUnequal,1,Peak,-0.681526104,0,0,5182,32154,-0.097076719,100
0.55,equal,1,Highest Growth,-0.013421123,0,0,9162,30461,0.031839303,100
0.55,equal,1,Peak,-0.001083913,0,0,8664,30855,0.070010596,100
0.55,modUnequal,1,Highest Growth,-0.367840376,0,0,5859,30461,-0.021920826,100
0.55,modUnequal,1,Peak,-0.358458781,0,0,5793,30855,-0.005362345,100
0.55,highUnequal,1,Highest Growth,-0.651834282,0,0,4844,30461,-0.075651022,100
0.55,highUnequal,1,Peak,-0.654386996,0,0,4901,30855,-0.076261611,100
0.55,equal,1,Highest Growth,0.020275822,0,0,10084,32859,0.054369706,100
0.55,equal,1,Peak,0.015939279,0,0,9335,33218,0.084057725,100
0.55,modUnequal,1,Highest Growth,-0.325483188,0,0,6644,32859,-0.020401744,100
0.55,modUnequal,1,Peak,-0.326081425,0,0,6454,33218,-0.002359821,100
0.55,highUnequal,1,Highest Growth,-0.610079624,0,0,5476,32859,-0.07999142,100
0.55,highUnequal,1,Peak,-0.621428571,0,0,5531,33218,-0.085198214,100
0.55,equal,1,Highest Growth,0.005094705,0,0,9451,31125,0.044718078,100
0.55,equal,1,Peak,0.003750597,0,0,8888,31588,0.073312838,100
0.55,modUnequal,1,Highest Growth,-0.293874249,0,0,5974,31125,0.02167183,100
0.55,modUnequal,1,Peak,-0.320309278,0,0,5896,31588,0.018658018,100
0.55,highUnequal,1,Highest Growth,-0.686299435,0,0,5021,31125,-0.099914165,100
0.55,highUnequal,1,Peak,-0.610760931,0,0,5067,31588,-0.060466852,100
0.55,equal,1,Highest Growth,0.011498065,0,0,9184,30418,0.052813949,100
0.55,equal,1,Peak,0.007818406,0,0,8612,30981,0.081251294,100
0.55,modUnequal,1,Highest Growth,-0.328268335,0,0,5991,30418,-0.00985327,100
0.55,modUnequal,1,Peak,-0.331778505,0,0,5938,30981,0.000479252,100
0.55,highUnequal,1,Highest Growth,-0.69095649,0,0,4885,30418,-0.099698118,100
0.55,highUnequal,1,Peak,-0.656991116,0,0,4998,30981,-0.085754972,100
0.55,equal,1,Highest Growth,0.012540297,0,0,9121,29910,0.049792382,100
0.55,equal,1,Peak,0.017548249,0,0,8562,30853,0.089971618,100
0.55,modUnequal,1,Highest Growth,-0.307677275,0,0,5847,29910,0.005653056,100
0.55,modUnequal,1,Peak,-0.305620316,0,0,5766,30853,0.026354966,100
0.55,highUnequal,1,Highest Growth,-0.561931394,0,0,4664,29910,-0.023384957,100
0.55,highUnequal,1,Peak,-0.568518519,0,0,4768,30853,-0.022203315,100
0.55,equal,1,Highest Growth,0.010891089,0,0,9170,29743,0.043857844,100
0.55,equal,1,Peak,0.002806851,0,0,8624,30711,0.073269149,100
0.55,modUnequal,1,Highest Growth,-0.316637857,0,0,5790,29743,0.002281224,100
0.55,modUnequal,1,Peak,-0.335296575,0,0,5775,30711,0.006990552,100
0.55,highUnequal,1,Highest Growth,-0.609737157,0,0,4709,29743,-0.053342192,100
0.55,highUnequal,1,Peak,-0.627981651,0,0,4879,30711,-0.063770878,100
0.55,equal,1,Highest Growth,-0.009873087,0,0,9489,30419,0.019637162,100
0.55,equal,1,Peak,-0.009181287,0,0,8826,31392,0.062697435,100
0.55,modUnequal,1,Highest Growth,-0.391530055,0,0,6051,30419,-0.052195834,100
0.55,modUnequal,1,Peak,-0.370995399,0,0,5996,31392,-0.020440407,100
0.55,highUnequal,1,Highest Growth,-0.684438306,0,0,4796,30419,-0.086582345,100
0.55,highUnequal,1,Peak,-0.64298441,0,0,4993,31392,-0.071528207,100
0.55,equal,1,Highest Growth,-0.002092511,0,0,9555,30692,0.027765156,100
0.55,equal,1,Peak,-0.008972486,0,0,8925,31557,0.060578055,100
0.55,modUnequal,1,Highest Growth,-0.351757813,0,0,6002,30692,-0.02036528,100
0.55,modUnequal,1,Peak,-0.348728814,0,0,6008,31557,-0.006199516,100
0.55,highUnequal,1,Highest Growth,-0.637417219,0,0,4855,30692,-0.066037788,100
0.55,highUnequal,1,Peak,-0.611373874,0,0,5028,31557,-0.057328438,100
0.55,equal,1,Highest Growth,-0.009069021,0,0,9728,31575,0.025693735,100
0.55,equal,1,Peak,-0.001515853,0,0,8931,32282,0.075256668,100
0.55,modUnequal,1,Highest Growth,-0.455063291,0,0,6396,31575,-0.100003307,100
0.55,modUnequal,1,Peak,-0.367343946,0,0,6199,32282,-0.020855132,100
0.55,highUnequal,1,Highest Growth,-0.692476698,0,0,5161,31575,-0.11022064,100
0.55,highUnequal,1,Peak,-0.612636166,0,0,5217,32282,-0.065188608,100
0.55,equal,1,Highest Growth,0.024655146,0,0,9424,31065,0.062897161,100
0.55,equal,1,Peak,0.011646901,0,0,8686,31770,0.090459394,100
0.55,modUnequal,1,Highest Growth,-0.304909874,0,0,6010,31065,0.011853371,100
0.55,modUnequal,1,Peak,-0.32614897,0,0,5940,31770,0.014652986,100
0.55,highUnequal,1,Highest Growth,-0.610468632,0,0,4876,31065,-0.04935732,100
0.55,highUnequal,1,Peak,-0.625782537,0,0,4986,31770,-0.05650158,100
0.55,equal,1,Highest Growth,-0.008828349,0,0,8936,30191,0.042584864,100
0.55,equal,1,Peak,-0.006385542,0,0,8455,30750,0.073537584,100
0.55,modUnequal,1,Highest Growth,-0.394645551,0,0,5863,30191,-0.042082759,100
0.55,modUnequal,1,Peak,-0.365325011,0,0,5785,30750,-0.010161482,100
0.55,highUnequal,1,Highest Growth,-0.680171544,0,0,4653,30191,-0.072541969,100
0.55,highUnequal,1,Peak,-0.659548916,0,0,4766,30750,-0.065913184,100
